"","Name","FirstStopID","LastStopID","StopCount","Total_Miles","Shape__Length","Shape_Length","agency","route_id","direction_id","headsign"
"1","AC-1-Outbound-1 SAN LEANDRO BART",69951,82242,104,9.4025455,0.155941653593346,0.15594165347191,"AC","1","Outbound","1 SAN LEANDRO BART"
